grade_id,student_id,course_id,assessment_id,assessment_type,marks_obtained,max_marks,percentage,submitted_date,graded_date,feedback
GRD00000147,KOI000012,COMP101_Semester_2_2024,COMP101_Semester_2_2024_A6,Assignment,25.1,40,81.3,2024-09-14 00:00:00,2024-09-27 00:00:00,"Good effort, well done."
GRD00000148,KOI000012,COMP101_Semester_2_2024,COMP101_Semester_2_2024_Q1,Quiz,26.3,30,91.8,2024-09-29 00:00:00,2024-09-29 00:00:00,Auto-graded
GRD00000149,KOI000012,COMP101_Semester_2_2024,COMP101_Semester_2_2024_Q2,Quiz,6.9,10,64.1,2024-09-03 00:00:00,2024-09-03 00:00:00,Auto-graded
GRD00000150,KOI000012,CLOUD401_Semester_1_2024,CLOUD401_Semester_1_2024_A1,Assignment,80.2,100,80.0,2024-05-14 00:00:00,2024-05-20 00:00:00,Well researched and presented.
GRD00000151,KOI000012,CLOUD401_Semester_1_2024,CLOUD401_Semester_1_2024_A2,Assignment,24.5,25,71.1,2024-06-14 00:00:00,2024-06-28 00:00:00,Satisfactory. Consider improvement in...
GRD00000152,KOI000012,CLOUD401_Semester_1_2024,CLOUD401_Semester_1_2024_A3,Assignment,26.0,30,95.2,2024-04-02 00:00:00,2024-04-11 00:00:00,Satisfactory. Consider improvement in...
GRD00000153,KOI000012,CLOUD401_Semester_1_2024,CLOUD401_Semester_1_2024_A4,Assignment,21.7,40,55.1,2024-06-05 00:00:00,2024-06-12 00:00:00,Needs improvement in analysis.
GRD00000154,KOI000012,CLOUD401_Semester_1_2024,CLOUD401_Semester_1_2024_A5,Assignment,23.9,30,83.3,2024-03-25 00:00:00,2024-04-07 00:00:00,Well researched and presented.
GRD00000155,KOI000012,CLOUD401_Semester_1_2024,CLOUD401_Semester_1_2024_Q1,Quiz,9.3,10,75.0,2024-05-14 00:00:00,2024-05-14 00:00:00,Auto-graded
GRD00000156,KOI000012,CLOUD401_Semester_1_2024,CLOUD401_Semester_1_2024_Q2,Quiz,29.1,30,75.3,2024-05-17 00:00:00,2024-05-17 00:00:00,Auto-graded
GRD00000157,KOI000012,CLOUD401_Semester_1_2024,CLOUD401_Semester_1_2024_Q3,Quiz,12.5,15,91.7,2024-05-18 00:00:00,2024-05-18 00:00:00,Auto-graded
GRD00000158,KOI000012,CLOUD401_Semester_1_2024,CLOUD401_Semester_1_2024_Q4,Quiz,24.9,30,64.7,2024-03-20 00:00:00,2024-03-20 00:00:00,Auto-graded
GRD00000159,KOI000013,FIN301_Semester_1_2024,FIN301_Semester_1_2024_A1,Assignment,13.6,20,83.6,2024-05-19 00:00:00,2024-06-05 00:00:00,Well researched and presented.
GRD00000160,KOI000013,FIN301_Semester_1_2024,FIN301_Semester_1_2024_A2,Assignment,26.0,50,82.4,2024-03-27 00:00:00,2024-04-13 00:00:00,Well researched and presented.
GRD00000161,KOI000013,FIN301_Semester_1_2024,FIN301_Semester_1_2024_A3,Assignment,19.0,25,97.0,2024-04-14 00:00:00,2024-04-28 00:00:00,Excellent work!
GRD00000162,KOI000013,FIN301_Semester_1_2024,FIN301_Semester_1_2024_A4,Assignment,59.0,100,81.5,2024-04-17 00:00:00,2024-04-21 00:00:00,Satisfactory. Consider improvement in...
GRD00000163,KOI000013,FIN301_Semester_1_2024,FIN301_Semester_1_2024_A5,Assignment,18.0,20,86.5,2024-04-14 00:00:00,2024-04-22 00:00:00,Satisfactory. Consider improvement in...
GRD00000164,KOI000013,FIN301_Semester_1_2024,FIN301_Semester_1_2024_A6,Assignment,39.3,40,63.8,2024-03-21 00:00:00,2024-03-27 00:00:00,Well researched and presented.
GRD00000165,KOI000013,FIN301_Semester_1_2024,FIN301_Semester_1_2024_Q1,Quiz,21.3,25,90.7,2024-04-16 00:00:00,2024-04-16 00:00:00,Auto-graded
GRD00000166,KOI000013,FIN301_Semester_1_2024,FIN301_Semester_1_2024_Q2,Quiz,16.5,20,94.5,2024-05-29 00:00:00,2024-05-29 00:00:00,Auto-graded
GRD00000167,KOI000013,SEC401_Semester_2_2024,SEC401_Semester_2_2024_A1,Assignment,21.8,25,87.7,2024-10-24 00:00:00,2024-11-08 00:00:00,Well researched and presented.
GRD00000168,KOI000013,SEC401_Semester_2_2024,SEC401_Semester_2_2024_A2,Assignment,13.3,20,80.8,2024-10-04 00:00:00,2024-10-11 00:00:00,Satisfactory. Consider improvement in...
GRD00000169,KOI000013,SEC401_Semester_2_2024,SEC401_Semester_2_2024_A4,Assignment,20.5,25,65.6,2024-08-09 00:00:00,2024-08-23 00:00:00,"Good effort, well done."
GRD00000170,KOI000013,SEC401_Semester_2_2024,SEC401_Semester_2_2024_A5,Assignment,60.1,100,92.8,2024-08-26 00:00:00,2024-09-04 00:00:00,Satisfactory. Consider improvement in...
GRD00000171,KOI000013,SEC401_Semester_2_2024,SEC401_Semester_2_2024_A6,Assignment,94.8,100,87.7,2024-07-31 00:00:00,2024-08-07 00:00:00,Excellent work!
GRD00000172,KOI000013,SEC401_Semester_2_2024,SEC401_Semester_2_2024_Q2,Quiz,28.9,30,88.0,2024-07-26 00:00:00,2024-07-26 00:00:00,Auto-graded
GRD00000173,KOI000013,SEC401_Semester_2_2024,SEC401_Semester_2_2024_Q3,Quiz,13.5,15,81.5,2024-08-27 00:00:00,2024-08-27 00:00:00,Auto-graded
GRD00000174,KOI000013,NET301_Semester_1_2024,NET301_Semester_1_2024_A1,Assignment,33.9,40,59.9,2024-06-12 00:00:00,2024-06-24 00:00:00,Needs improvement in analysis.
GRD00000175,KOI000013,NET301_Semester_1_2024,NET301_Semester_1_2024_A2,Assignment,83.2,100,92.6,2024-04-01 00:00:00,2024-04-14 00:00:00,Satisfactory. Consider improvement in...
GRD00000176,KOI000013,NET301_Semester_1_2024,NET301_Semester_1_2024_A3,Assignment,17.5,25,96.1,2024-03-31 00:00:00,2024-04-14 00:00:00,Satisfactory. Consider improvement in...
GRD00000177,KOI000013,NET301_Semester_1_2024,NET301_Semester_1_2024_A4,Assignment,24.6,25,66.2,2024-05-07 00:00:00,2024-05-16 00:00:00,Excellent work!
GRD00000178,KOI000013,NET301_Semester_1_2024,NET301_Semester_1_2024_Q1,Quiz,9.9,15,99.7,2024-05-06 00:00:00,2024-05-06 00:00:00,Auto-graded
GRD00000179,KOI000013,NET301_Semester_1_2024,NET301_Semester_1_2024_Q3,Quiz,22.0,25,68.8,2024-05-23 00:00:00,2024-05-23 00:00:00,Auto-graded
GRD00000180,KOI000013,NET301_Semester_1_2024,NET301_Semester_1_2024_Q4,Quiz,19.4,25,92.5,2024-05-28 00:00:00,2024-05-28 00:00:00,Auto-graded
GRD00000181,KOI000014,WEB201_Semester_1_2024,WEB201_Semester_1_2024_A2,Assignment,39.3,40,92.9,2024-04-07 00:00:00,2024-04-24 00:00:00,Well researched and presented.
GRD00000182,KOI000014,WEB201_Semester_1_2024,WEB201_Semester_1_2024_A3,Assignment,77.6,100,78.4,2024-03-13 00:00:00,2024-03-19 00:00:00,Needs improvement in analysis.
GRD00000183,KOI000014,WEB201_Semester_1_2024,WEB201_Semester_1_2024_A4,Assignment,81.4,100,94.4,2024-04-15 00:00:00,2024-04-30 00:00:00,Satisfactory. Consider improvement in...
GRD00000184,KOI000014,WEB201_Semester_1_2024,WEB201_Semester_1_2024_A5,Assignment,29.7,30,90.2,2024-05-18 00:00:00,2024-05-27 00:00:00,Satisfactory. Consider improvement in...
GRD00000185,KOI000014,WEB201_Semester_1_2024,WEB201_Semester_1_2024_Q1,Quiz,29.1,30,69.4,2024-04-20 00:00:00,2024-04-20 00:00:00,Auto-graded
GRD00000186,KOI000014,WEB201_Semester_1_2024,WEB201_Semester_1_2024_Q2,Quiz,15.8,25,87.7,2024-04-10 00:00:00,2024-04-10 00:00:00,Auto-graded
GRD00000187,KOI000014,COMP301_Semester_1_2024,COMP301_Semester_1_2024_A1,Assignment,18.3,20,85.1,2024-03-21 00:00:00,2024-03-24 00:00:00,Needs improvement in analysis.
GRD00000188,KOI000014,COMP301_Semester_1_2024,COMP301_Semester_1_2024_A2,Assignment,30.7,40,55.2,2024-04-15 00:00:00,2024-04-28 00:00:00,Satisfactory. Consider improvement in...
GRD00000189,KOI000014,COMP301_Semester_1_2024,COMP301_Semester_1_2024_A3,Assignment,16.4,20,77.7,2024-05-14 00:00:00,2024-05-23 00:00:00,Satisfactory. Consider improvement in...
GRD00000190,KOI000014,COMP301_Semester_1_2024,COMP301_Semester_1_2024_A4,Assignment,26.3,50,80.9,2024-04-08 00:00:00,2024-04-21 00:00:00,Well researched and presented.
GRD00000191,KOI000014,COMP301_Semester_1_2024,COMP301_Semester_1_2024_Q1,Quiz,6.1,10,77.9,2024-04-27 00:00:00,2024-04-27 00:00:00,Auto-graded
GRD00000192,KOI000014,COMP301_Semester_1_2024,COMP301_Semester_1_2024_Q2,Quiz,19.2,20,79.1,2024-05-26 00:00:00,2024-05-26 00:00:00,Auto-graded
GRD00000193,KOI000014,COMP301_Semester_1_2024,COMP301_Semester_1_2024_Q3,Quiz,6.3,10,74.2,2024-04-10 00:00:00,2024-04-10 00:00:00,Auto-graded
GRD00000194,KOI000014,COMP301_Semester_1_2024,COMP301_Semester_1_2024_Q4,Quiz,17.8,25,70.1,2024-04-21 00:00:00,2024-04-21 00:00:00,Auto-graded
GRD00000195,KOI000014,COMP101_Semester_2_2024,COMP101_Semester_2_2024_A1,Assignment,20.6,40,79.9,2024-08-26 00:00:00,2024-09-10 00:00:00,"Good effort, well done."
GRD00000196,KOI000014,COMP101_Semester_2_2024,COMP101_Semester_2_2024_A2,Assignment,18.2,30,72.6,2024-11-03 00:00:00,2024-11-11 00:00:00,"Good effort, well done."
GRD00000197,KOI000014,COMP101_Semester_2_2024,COMP101_Semester_2_2024_A3,Assignment,23.4,25,97.3,2024-08-07 00:00:00,2024-08-21 00:00:00,Needs improvement in analysis.
GRD00000198,KOI000014,COMP101_Semester_2_2024,COMP101_Semester_2_2024_A4,Assignment,31.7,40,93.1,2024-11-01 00:00:00,2024-11-13 00:00:00,Satisfactory. Consider improvement in...
GRD00000199,KOI000014,COMP101_Semester_2_2024,COMP101_Semester_2_2024_A5,Assignment,88.7,100,53.6,2024-08-14 00:00:00,2024-08-23 00:00:00,Well researched and presented.
GRD00000200,KOI000014,COMP101_Semester_2_2024,COMP101_Semester_2_2024_A6,Assignment,34.7,40,62.4,2024-09-16 00:00:00,2024-10-01 00:00:00,"Good effort, well done."
GRD00000201,KOI000014,COMP101_Semester_2_2024,COMP101_Semester_2_2024_Q2,Quiz,8.9,10,73.3,2024-09-03 00:00:00,2024-09-03 00:00:00,Auto-graded
GRD00000202,KOI000014,WEB201_Semester_2_2024,WEB201_Semester_2_2024_A2,Assignment,34.0,40,84.3,2024-10-06 00:00:00,2024-10-16 00:00:00,Well researched and presented.
GRD00000203,KOI000014,WEB201_Semester_2_2024,WEB201_Semester_2_2024_A4,Assignment,27.4,50,67.8,2024-07-26 00:00:00,2024-08-03 00:00:00,Well researched and presented.
GRD00000204,KOI000014,WEB201_Semester_2_2024,WEB201_Semester_2_2024_A6,Assignment,18.0,30,67.6,2024-08-28 00:00:00,2024-09-03 00:00:00,Well researched and presented.
GRD00000205,KOI000014,WEB201_Semester_2_2024,WEB201_Semester_2_2024_Q1,Quiz,8.1,10,60.8,2024-08-26 00:00:00,2024-08-26 00:00:00,Auto-graded
GRD00000206,KOI000014,WEB201_Semester_2_2024,WEB201_Semester_2_2024_Q2,Quiz,24.8,25,62.4,2024-09-24 00:00:00,2024-09-24 00:00:00,Auto-graded
GRD00000207,KOI000015,SOFT301_Semester_1_2024,SOFT301_Semester_1_2024_A1,Assignment,58.4,100,98.2,2024-04-25 00:00:00,2024-04-26 00:00:00,Satisfactory. Consider improvement in...
GRD00000208,KOI000015,SOFT301_Semester_1_2024,SOFT301_Semester_1_2024_A2,Assignment,20.6,40,95.3,2024-05-31 00:00:00,2024-06-16 00:00:00,Excellent work!
GRD00000209,KOI000015,SOFT301_Semester_1_2024,SOFT301_Semester_1_2024_A3,Assignment,29.7,50,81.0,2024-05-28 00:00:00,2024-06-07 00:00:00,"Good effort, well done."
GRD00000210,KOI000015,SOFT301_Semester_1_2024,SOFT301_Semester_1_2024_A4,Assignment,54.8,100,84.2,2024-05-01 00:00:00,2024-05-12 00:00:00,Satisfactory. Consider improvement in...
GRD00000211,KOI000015,SOFT301_Semester_1_2024,SOFT301_Semester_1_2024_A5,Assignment,18.9,20,85.3,2024-06-07 00:00:00,2024-06-17 00:00:00,"Good effort, well done."
GRD00000212,KOI000015,SOFT301_Semester_1_2024,SOFT301_Semester_1_2024_Q1,Quiz,11.7,15,84.9,2024-03-24 00:00:00,2024-03-24 00:00:00,Auto-graded
GRD00000213,KOI000015,SOFT301_Semester_1_2024,SOFT301_Semester_1_2024_Q2,Quiz,14.3,15,91.7,2024-05-06 00:00:00,2024-05-06 00:00:00,Auto-graded
GRD00000214,KOI000015,COMP401_Summer_2024/25,COMP401_Summer_2024/25_A2,Assignment,19.4,20,55.4,2025-01-15 00:00:00,2025-01-26 00:00:00,Needs improvement in analysis.
GRD00000215,KOI000015,COMP401_Summer_2024/25,COMP401_Summer_2024/25_Q2,Quiz,9.9,15,84.5,2025-01-14 00:00:00,2025-01-14 00:00:00,Auto-graded
GRD00000216,KOI000015,COMP401_Summer_2024/25,COMP401_Summer_2024/25_Q3,Quiz,23.5,30,86.3,2025-02-17 00:00:00,2025-02-17 00:00:00,Auto-graded
GRD00000217,KOI000015,DATA301_Summer_2024/25,DATA301_Summer_2024/25_A1,Assignment,35.7,40,97.2,2025-01-30 00:00:00,2025-02-05 00:00:00,"Good effort, well done."
GRD00000218,KOI000015,DATA301_Summer_2024/25,DATA301_Summer_2024/25_A2,Assignment,18.6,30,90.9,2025-02-01 00:00:00,2025-02-15 00:00:00,Well researched and presented.
GRD00000219,KOI000015,DATA301_Summer_2024/25,DATA301_Summer_2024/25_A5,Assignment,14.8,20,92.2,2024-12-25 00:00:00,2025-01-08 00:00:00,Needs improvement in analysis.
GRD00000220,KOI000015,DATA301_Summer_2024/25,DATA301_Summer_2024/25_Q1,Quiz,14.5,15,82.5,2025-01-30 00:00:00,2025-01-30 00:00:00,Auto-graded
GRD00000221,KOI000015,DATA301_Summer_2024/25,DATA301_Summer_2024/25_Q2,Quiz,24.3,30,90.3,2025-01-12 00:00:00,2025-01-12 00:00:00,Auto-graded
GRD00000222,KOI000015,DATA301_Summer_2024/25,DATA301_Summer_2024/25_Q3,Quiz,7.1,10,65.4,2025-02-06 00:00:00,2025-02-06 00:00:00,Auto-graded
GRD00000223,KOI000015,CLOUD401_Semester_2_2024,CLOUD401_Semester_2_2024_A1,Assignment,12.9,20,81.3,2024-10-18 00:00:00,2024-10-28 00:00:00,Well researched and presented.
GRD00000224,KOI000015,CLOUD401_Semester_2_2024,CLOUD401_Semester_2_2024_A5,Assignment,80.5,100,65.3,2024-10-19 00:00:00,2024-11-03 00:00:00,Excellent work!
GRD00000225,KOI000015,CLOUD401_Semester_2_2024,CLOUD401_Semester_2_2024_Q1,Quiz,6.2,10,97.9,2024-10-30 00:00:00,2024-10-30 00:00:00,Auto-graded
GRD00000226,KOI000015,CLOUD401_Semester_2_2024,CLOUD401_Semester_2_2024_Q2,Quiz,8.3,10,96.0,2024-07-22 00:00:00,2024-07-22 00:00:00,Auto-graded
GRD00000227,KOI000016,SOFT301_Semester_1_2024,SOFT301_Semester_1_2024_A1,Assignment,82.0,100,87.0,2024-04-25 00:00:00,2024-04-26 00:00:00,Satisfactory. Consider improvement in...
GRD00000228,KOI000016,SOFT301_Semester_1_2024,SOFT301_Semester_1_2024_A2,Assignment,27.0,40,76.9,2024-05-30 00:00:00,2024-06-14 00:00:00,Needs improvement in analysis.
GRD00000229,KOI000016,SOFT301_Semester_1_2024,SOFT301_Semester_1_2024_A3,Assignment,29.5,50,68.5,2024-05-29 00:00:00,2024-06-02 00:00:00,Excellent work!
GRD00000230,KOI000016,SOFT301_Semester_1_2024,SOFT301_Semester_1_2024_A4,Assignment,59.3,100,61.1,2024-04-30 00:00:00,2024-05-04 00:00:00,"Good effort, well done."
GRD00000231,KOI000016,SOFT301_Semester_1_2024,SOFT301_Semester_1_2024_A5,Assignment,15.7,20,80.7,2024-06-08 00:00:00,2024-06-15 00:00:00,"Good effort, well done."
GRD00000232,KOI000016,SOFT301_Semester_1_2024,SOFT301_Semester_1_2024_Q1,Quiz,9.7,15,71.6,2024-03-24 00:00:00,2024-03-24 00:00:00,Auto-graded
GRD00000233,KOI000016,SOFT301_Semester_1_2024,SOFT301_Semester_1_2024_Q2,Quiz,13.0,15,96.6,2024-05-06 00:00:00,2024-05-06 00:00:00,Auto-graded
GRD00000234,KOI000016,COMM101_Semester_2_2024,COMM101_Semester_2_2024_A1,Assignment,14.7,25,69.5,2024-08-12 00:00:00,2024-08-19 00:00:00,Well researched and presented.
GRD00000235,KOI000016,COMM101_Semester_2_2024,COMM101_Semester_2_2024_A4,Assignment,25.0,30,94.1,2024-09-04 00:00:00,2024-09-18 00:00:00,Needs improvement in analysis.
GRD00000236,KOI000016,COMM101_Semester_2_2024,COMM101_Semester_2_2024_A5,Assignment,47.6,50,65.5,2024-08-11 00:00:00,2024-08-20 00:00:00,Excellent work!
GRD00000237,KOI000016,COMM101_Semester_2_2024,COMM101_Semester_2_2024_A6,Assignment,21.2,30,63.9,2024-09-22 00:00:00,2024-10-07 00:00:00,Well researched and presented.
GRD00000238,KOI000016,COMM101_Semester_2_2024,COMM101_Semester_2_2024_Q1,Quiz,9.1,15,87.7,2024-08-27 00:00:00,2024-08-27 00:00:00,Auto-graded
GRD00000239,KOI000016,COMM101_Semester_2_2024,COMM101_Semester_2_2024_Q3,Quiz,9.8,15,87.6,2024-08-15 00:00:00,2024-08-15 00:00:00,Auto-graded
GRD00000240,KOI000017,BUS101_Summer_2024/25,BUS101_Summer_2024/25_A4,Assignment,13.3,25,76.8,2024-12-31 00:00:00,2025-01-13 00:00:00,Satisfactory. Consider improvement in...
GRD00000241,KOI000017,BUS101_Summer_2024/25,BUS101_Summer_2024/25_A5,Assignment,21.4,25,84.8,2025-02-15 00:00:00,2025-02-26 00:00:00,Satisfactory. Consider improvement in...
GRD00000242,KOI000017,BUS101_Summer_2024/25,BUS101_Summer_2024/25_Q1,Quiz,20.7,25,64.3,2025-01-31 00:00:00,2025-01-31 00:00:00,Auto-graded
GRD00000243,KOI000017,MKT201_Semester_1_2024,MKT201_Semester_1_2024_A1,Assignment,23.6,25,97.5,2024-06-07 00:00:00,2024-06-14 00:00:00,"Good effort, well done."
GRD00000244,KOI000017,MKT201_Semester_1_2024,MKT201_Semester_1_2024_A2,Assignment,51.8,100,73.9,2024-05-13 00:00:00,2024-05-17 00:00:00,Excellent work!
GRD00000245,KOI000017,MKT201_Semester_1_2024,MKT201_Semester_1_2024_A3,Assignment,29.6,50,88.1,2024-03-24 00:00:00,2024-03-28 00:00:00,Well researched and presented.
GRD00000246,KOI000017,MKT201_Semester_1_2024,MKT201_Semester_1_2024_A4,Assignment,21.6,30,57.1,2024-05-14 00:00:00,2024-05-25 00:00:00,Needs improvement in analysis.
GRD00000247,KOI000017,MKT201_Semester_1_2024,MKT201_Semester_1_2024_A5,Assignment,59.4,100,60.5,2024-03-17 00:00:00,2024-03-20 00:00:00,Needs improvement in analysis.
GRD00000248,KOI000017,MKT201_Semester_1_2024,MKT201_Semester_1_2024_Q2,Quiz,9.4,10,70.0,2024-03-31 00:00:00,2024-03-31 00:00:00,Auto-graded
GRD00000249,KOI000017,MKT201_Semester_1_2024,MKT201_Semester_1_2024_Q3,Quiz,23.5,30,96.1,2024-05-02 00:00:00,2024-05-02 00:00:00,Auto-graded
GRD00000250,KOI000017,ACC201_Semester_1_2024,ACC201_Semester_1_2024_A2,Assignment,29.2,30,75.3,2024-05-06 00:00:00,2024-05-10 00:00:00,"Good effort, well done."
GRD00000251,KOI000017,ACC201_Semester_1_2024,ACC201_Semester_1_2024_A3,Assignment,34.4,40,51.3,2024-05-19 00:00:00,2024-05-24 00:00:00,"Good effort, well done."
GRD00000252,KOI000017,ACC201_Semester_1_2024,ACC201_Semester_1_2024_A4,Assignment,12.9,20,58.1,2024-05-25 00:00:00,2024-05-28 00:00:00,Excellent work!
GRD00000253,KOI000017,ACC201_Semester_1_2024,ACC201_Semester_1_2024_A5,Assignment,17.6,25,76.7,2024-04-02 00:00:00,2024-04-15 00:00:00,Satisfactory. Consider improvement in...
GRD00000254,KOI000017,ACC201_Semester_1_2024,ACC201_Semester_1_2024_A6,Assignment,14.3,25,55.2,2024-03-11 00:00:00,2024-03-13 00:00:00,Well researched and presented.
GRD00000255,KOI000017,ACC201_Semester_1_2024,ACC201_Semester_1_2024_Q3,Quiz,8.3,10,94.3,2024-04-12 00:00:00,2024-04-12 00:00:00,Auto-graded
GRD00000256,KOI000017,COMM101_Semester_1_2024,COMM101_Semester_1_2024_A1,Assignment,12.9,25,77.3,2024-03-24 00:00:00,2024-04-04 00:00:00,Well researched and presented.
GRD00000257,KOI000017,COMM101_Semester_1_2024,COMM101_Semester_1_2024_A2,Assignment,20.6,25,64.1,2024-04-06 00:00:00,2024-04-17 00:00:00,"Good effort, well done."
GRD00000258,KOI000017,COMM101_Semester_1_2024,COMM101_Semester_1_2024_A3,Assignment,32.3,40,67.3,2024-05-17 00:00:00,2024-05-28 00:00:00,"Good effort, well done."
GRD00000259,KOI000017,COMM101_Semester_1_2024,COMM101_Semester_1_2024_Q1,Quiz,28.6,30,69.0,2024-03-31 00:00:00,2024-03-31 00:00:00,Auto-graded
GRD00000260,KOI000017,COMM101_Semester_1_2024,COMM101_Semester_1_2024_Q2,Quiz,13.4,15,98.5,2024-05-13 00:00:00,2024-05-13 00:00:00,Auto-graded
GRD00000261,KOI000017,COMM101_Semester_1_2024,COMM101_Semester_1_2024_Q3,Quiz,21.1,30,66.4,2024-05-23 00:00:00,2024-05-23 00:00:00,Auto-graded
GRD00000262,KOI000018,COMP401_Semester_1_2024,COMP401_Semester_1_2024_A1,Assignment,28.6,40,65.0,2024-05-11 00:00:00,2024-05-19 00:00:00,Well researched and presented.
GRD00000263,KOI000018,COMP401_Semester_1_2024,COMP401_Semester_1_2024_A2,Assignment,15.4,20,61.3,2024-04-28 00:00:00,2024-05-04 00:00:00,Satisfactory. Consider improvement in...
GRD00000264,KOI000018,COMP401_Semester_1_2024,COMP401_Semester_1_2024_A3,Assignment,70.3,100,94.2,2024-05-11 00:00:00,2024-05-26 00:00:00,Well researched and presented.
GRD00000265,KOI000018,COMP401_Semester_1_2024,COMP401_Semester_1_2024_A4,Assignment,27.8,40,68.2,2024-04-15 00:00:00,2024-04-28 00:00:00,Well researched and presented.
GRD00000266,KOI000018,COMP401_Semester_1_2024,COMP401_Semester_1_2024_Q2,Quiz,21.0,30,88.5,2024-03-19 00:00:00,2024-03-19 00:00:00,Auto-graded
GRD00000267,KOI000018,COMP401_Semester_1_2024,COMP401_Semester_1_2024_Q3,Quiz,24.5,25,89.2,2024-04-30 00:00:00,2024-04-30 00:00:00,Auto-graded
GRD00000268,KOI000018,COMP401_Semester_1_2024,COMP401_Semester_1_2024_Q4,Quiz,7.5,10,78.5,2024-06-04 00:00:00,2024-06-04 00:00:00,Auto-graded
GRD00000269,KOI000018,MKT201_Summer_2024/25,MKT201_Summer_2024/25_A1,Assignment,26.9,30,68.7,2024-12-20 00:00:00,2024-12-26 00:00:00,Well researched and presented.
GRD00000270,KOI000018,MKT201_Summer_2024/25,MKT201_Summer_2024/25_Q1,Quiz,21.6,30,93.3,2025-02-01 00:00:00,2025-02-01 00:00:00,Auto-graded
GRD00000271,KOI000018,MKT201_Summer_2024/25,MKT201_Summer_2024/25_Q2,Quiz,12.7,15,62.0,2025-02-14 00:00:00,2025-02-14 00:00:00,Auto-graded
GRD00000272,KOI000018,MKT201_Summer_2024/25,MKT201_Summer_2024/25_Q3,Quiz,20.5,25,66.3,2024-12-27 00:00:00,2024-12-27 00:00:00,Auto-graded
GRD00000273,KOI000018,NET301_Semester_2_2024,NET301_Semester_2_2024_A1,Assignment,19.0,25,59.0,2024-08-09 00:00:00,2024-08-13 00:00:00,"Good effort, well done."
GRD00000274,KOI000018,NET301_Semester_2_2024,NET301_Semester_2_2024_A2,Assignment,83.3,100,63.7,2024-11-06 00:00:00,2024-11-18 00:00:00,Well researched and presented.
GRD00000275,KOI000018,NET301_Semester_2_2024,NET301_Semester_2_2024_A3,Assignment,27.0,30,57.5,2024-09-26 00:00:00,2024-10-06 00:00:00,"Good effort, well done."
GRD00000276,KOI000018,NET301_Semester_2_2024,NET301_Semester_2_2024_Q1,Quiz,16.3,25,97.3,2024-08-05 00:00:00,2024-08-05 00:00:00,Auto-graded
GRD00000277,KOI000018,NET301_Semester_2_2024,NET301_Semester_2_2024_Q2,Quiz,9.7,10,84.5,2024-08-13 00:00:00,2024-08-13 00:00:00,Auto-graded
GRD00000278,KOI000019,MKT201_Semester_1_2024,MKT201_Semester_1_2024_A1,Assignment,23.4,25,83.8,2024-06-10 00:00:00,2024-06-12 00:00:00,Excellent work!
GRD00000279,KOI000019,MKT201_Semester_1_2024,MKT201_Semester_1_2024_A3,Assignment,26.3,50,92.6,2024-03-22 00:00:00,2024-03-30 00:00:00,"Good effort, well done."
GRD00000280,KOI000019,MKT201_Semester_1_2024,MKT201_Semester_1_2024_A4,Assignment,29.4,30,65.4,2024-05-14 00:00:00,2024-05-20 00:00:00,Needs improvement in analysis.
GRD00000281,KOI000019,MKT201_Semester_1_2024,MKT201_Semester_1_2024_A5,Assignment,79.2,100,91.4,2024-03-16 00:00:00,2024-03-25 00:00:00,"Good effort, well done."
GRD00000282,KOI000019,MKT201_Semester_1_2024,MKT201_Semester_1_2024_Q1,Quiz,12.8,20,82.5,2024-05-25 00:00:00,2024-05-25 00:00:00,Auto-graded
GRD00000283,KOI000019,MKT201_Semester_1_2024,MKT201_Semester_1_2024_Q2,Quiz,6.6,10,76.6,2024-03-31 00:00:00,2024-03-31 00:00:00,Auto-graded
GRD00000284,KOI000019,MKT201_Semester_1_2024,MKT201_Semester_1_2024_Q3,Quiz,25.4,30,66.3,2024-05-02 00:00:00,2024-05-02 00:00:00,Auto-graded
GRD00000285,KOI000019,MKT201_Semester_2_2024,MKT201_Semester_2_2024_A1,Assignment,29.4,40,99.2,2024-10-31 00:00:00,2024-11-03 00:00:00,"Good effort, well done."
GRD00000286,KOI000019,MKT201_Semester_2_2024,MKT201_Semester_2_2024_A2,Assignment,11.0,20,52.0,2024-10-01 00:00:00,2024-10-12 00:00:00,Well researched and presented.
GRD00000287,KOI000019,MKT201_Semester_2_2024,MKT201_Semester_2_2024_A3,Assignment,44.2,50,79.3,2024-08-15 00:00:00,2024-08-25 00:00:00,Needs improvement in analysis.
